Top 4808 candidate near-equalities (sorted by mean abs residual):
sign_target_3 ~ 1.0 * sign_input_10: mean_abs=0.0120, median_abs=0.0000, max_abs=2.0000, pct<= 0.1=0.994, pct<= 0.5=0.994
radius_target_1_3 ~ 1.7348 * radius_input_6_7: mean_abs=9.4450, median_abs=8.1037, max_abs=37.5341, pct<= 0.1=0.108, pct<= 0.5=0.698
geom_target_2_3 ~ 1.0 * geom_input_8_11: mean_abs=6.9002, median_abs=5.6878, max_abs=24.6801, pct<= 0.1=0.072, pct<= 0.5=0.494
radius_target_2_4 ~ 1.0 * radius_input_9_11: mean_abs=12.8842, median_abs=9.2873, max_abs=48.2274, pct<= 0.1=0.040, pct<= 0.5=0.466
radius_target_3_4 ~ 1.0 * radius_input_1_10: mean_abs=14.6976, median_abs=13.9758, max_abs=35.8412, pct<= 0.1=0.006, pct<= 0.5=0.560
geom_target_1_3 ~ 1.2453 * geom_input_1_8: mean_abs=6.5950, median_abs=5.4382, max_abs=21.8189, pct<= 0.1=0.104, pct<= 0.5=0.616
geom_target_1_3 ~ 1.0 * geom_input_5_10: mean_abs=7.4243, median_abs=5.3603, max_abs=29.3898, pct<= 0.1=0.078, pct<= 0.5=0.480
radius_target_1_4 ~ 1.0 * radius_input_1_11: mean_abs=12.7234, median_abs=10.0133, max_abs=39.9001, pct<= 0.1=0.068, pct<= 0.5=0.488
prod_target_3_4 ~ -0.8459 * prod_input_3_8: mean_abs=116.0883, median_abs=75.9292, max_abs=551.4785, pct<= 0.1=0.084, pct<= 0.5=0.544
geom_target_2_4 ~ 1.0 * geom_input_5_7: mean_abs=7.4415, median_abs=5.7371, max_abs=28.4778, pct<= 0.1=0.084, pct<= 0.5=0.472
geom_target_2_4 ~ 1.2405 * geom_input_8_9: mean_abs=6.8627, median_abs=5.8386, max_abs=23.8573, pct<= 0.1=0.076, pct<= 0.5=0.650
geom_target_1_3 ~ 1.0 * geom_input_5_7: mean_abs=7.2966, median_abs=5.2797, max_abs=29.1087, pct<= 0.1=0.074, pct<= 0.5=0.478
geom_target_2_4 ~ 1.2364 * geom_input_2_10: mean_abs=6.7939, median_abs=5.8701, max_abs=22.0296, pct<= 0.1=0.076, pct<= 0.5=0.652
geom_target_1_4 ~ 1.2890 * geom_input_4_8: mean_abs=6.0192, median_abs=5.1784, max_abs=21.8997, pct<= 0.1=0.110, pct<= 0.5=0.624
geom_target_1_4 ~ 1.2914 * geom_input_2_9: mean_abs=6.0075, median_abs=5.1015, max_abs=21.2373, pct<= 0.1=0.108, pct<= 0.5=0.622
radius_target_1_3 ~ 1.7958 * radius_input_4_9: mean_abs=9.2263, median_abs=7.5426, max_abs=37.2232, pct<= 0.1=0.124, pct<= 0.5=0.700
geom_target_2_3 ~ 1.0 * geom_input_5_10: mean_abs=7.0861, median_abs=5.6943, max_abs=25.7526, pct<= 0.1=0.058, pct<= 0.5=0.490
geom_target_1_4 ~ 1.0 * geom_input_2_11: mean_abs=6.9543, median_abs=5.4972, max_abs=23.9637, pct<= 0.1=0.074, pct<= 0.5=0.474
geom_target_2_4 ~ 1.0 * geom_input_8_12: mean_abs=7.4735, median_abs=6.2034, max_abs=28.8848, pct<= 0.1=0.086, pct<= 0.5=0.472
sum_target_1_3 ~ -0.6567 * sum_input_3_7: mean_abs=15.5967, median_abs=11.8781, max_abs=56.7329, pct<= 0.1=0.132, pct<= 0.5=0.546
geom_target_2_3 ~ 1.3059 * geom_input_2_9: mean_abs=6.1434, median_abs=5.3101, max_abs=20.8003, pct<= 0.1=0.092, pct<= 0.5=0.650
geom_target_2_3 ~ 1.3542 * geom_all_input_excl6: mean_abs=6.1006, median_abs=5.2756, max_abs=19.8876, pct<= 0.1=0.094, pct<= 0.5=0.660
radius_target_3_4 ~ 1.0 * radius_input_4_7: mean_abs=14.6620, median_abs=13.8985, max_abs=35.8533, pct<= 0.1=0.006, pct<= 0.5=0.506
sum_target_2_3 ~ -0.6822 * sum_input_1_3: mean_abs=13.4905, median_abs=9.9246, max_abs=59.2994, pct<= 0.1=0.150, pct<= 0.5=0.554
geom_target_2_4 ~ 1.0 * geom_input_1_12: mean_abs=7.5526, median_abs=5.6560, max_abs=30.2282, pct<= 0.1=0.080, pct<= 0.5=0.444
radius_target_2_3 ~ 1.0 * radius_input_9_11: mean_abs=12.8511, median_abs=10.5719, max_abs=46.8692, pct<= 0.1=0.056, pct<= 0.5=0.476
geom_target_2_4 ~ 1.2379 * geom_input_1_8: mean_abs=6.8516, median_abs=5.9666, max_abs=23.5323, pct<= 0.1=0.082, pct<= 0.5=0.632
geom_target_1_4 ~ 1.3437 * geom_all_input_excl6: mean_abs=5.8903, median_abs=4.9507, max_abs=21.1505, pct<= 0.1=0.126, pct<= 0.5=0.628
geom_target_2_3 ~ 1.3009 * geom_input_1_2: mean_abs=6.2096, median_abs=5.4089, max_abs=20.0748, pct<= 0.1=0.100, pct<= 0.5=0.628
geom_target_2_4 ~ 1.2650 * geom_input_4_7: mean_abs=6.7208, median_abs=5.8570, max_abs=22.0018, pct<= 0.1=0.072, pct<= 0.5=0.652
geom_target_1_3 ~ 1.2660 * geom_input_2_8: mean_abs=6.6092, median_abs=5.4983, max_abs=21.7389, pct<= 0.1=0.102, pct<= 0.5=0.624
geom_target_2_3 ~ 1.0 * geom_input_5_7: mean_abs=6.9748, median_abs=5.7173, max_abs=24.1289, pct<= 0.1=0.058, pct<= 0.5=0.504
radius_target_2_3 ~ 1.0 * radius_input_2_12: mean_abs=12.9013, median_abs=10.5494, max_abs=46.9655, pct<= 0.1=0.052, pct<= 0.5=0.458
geom_target_2_4 ~ 1.0 * geom_input_5_10: mean_abs=7.5451, median_abs=5.8111, max_abs=29.7182, pct<= 0.1=0.090, pct<= 0.5=0.452
radius_target_1_4 ~ 1.0 * radius_input_2_12: mean_abs=12.8233, median_abs=10.3921, max_abs=41.7116, pct<= 0.1=0.048, pct<= 0.5=0.466
geom_target_1_4 ~ 1.0 * geom_input_5_8: mean_abs=6.9088, median_abs=5.3302, max_abs=23.4782, pct<= 0.1=0.070, pct<= 0.5=0.468
geom_target_2_4 ~ 1.0 * geom_input_9_12: mean_abs=7.5919, median_abs=5.8119, max_abs=29.5316, pct<= 0.1=0.076, pct<= 0.5=0.456
radius_target_1_3 ~ 1.0 * radius_input_2_11: mean_abs=12.9337, median_abs=9.2910, max_abs=47.8601, pct<= 0.1=0.058, pct<= 0.5=0.470
radius_target_2_3 ~ 2.4496 * radius_input_2_6: mean_abs=8.2462, median_abs=6.8316, max_abs=32.7912, pct<= 0.1=0.132, pct<= 0.5=0.750
sum_target_2_3 ~ -0.6914 * sum_input_2_3: mean_abs=13.4985, median_abs=10.2457, max_abs=58.6474, pct<= 0.1=0.152, pct<= 0.5=0.554
geom_target_1_3 ~ 1.0 * geom_input_2_12: mean_abs=7.4198, median_abs=5.1113, max_abs=29.3355, pct<= 0.1=0.060, pct<= 0.5=0.462
radius_target_3_4 ~ 1.0 * radius_input_2_10: mean_abs=14.8795, median_abs=14.1299, max_abs=37.9258, pct<= 0.1=0.010, pct<= 0.5=0.526
geom_target_1_3 ~ 1.0 * geom_input_9_11: mean_abs=7.4426, median_abs=5.3051, max_abs=29.9012, pct<= 0.1=0.052, pct<= 0.5=0.452
angle_target_2_3 ~ 1.0 * angle_input_7_10: mean_abs=1.0106, median_abs=0.8620, max_abs=2.8670, pct<= 0.1=0.086, pct<= 0.5=0.500
geom_target_2_3 ~ 1.3398 * geom_input_7_12: mean_abs=6.1102, median_abs=5.1875, max_abs=19.3949, pct<= 0.1=0.096, pct<= 0.5=0.624
radius_target_2_3 ~ 1.0 * radius_input_1_11: mean_abs=12.8870, median_abs=10.1977, max_abs=45.9018, pct<= 0.1=0.056, pct<= 0.5=0.460
geom_target_2_3 ~ 1.0 * geom_input_9_11: mean_abs=7.0984, median_abs=5.9221, max_abs=26.0109, pct<= 0.1=0.060, pct<= 0.5=0.486
geom_target_2_3 ~ 1.0 * geom_input_1_11: mean_abs=7.1034, median_abs=5.9706, max_abs=25.1864, pct<= 0.1=0.068, pct<= 0.5=0.456
geom_target_2_3 ~ 1.0 * geom_all_input: mean_abs=7.1930, median_abs=5.8481, max_abs=25.8089, pct<= 0.1=0.046, pct<= 0.5=0.462
geom_target_1_4 ~ 1.3201 * geom_input_7_12: mean_abs=6.0180, median_abs=4.8369, max_abs=21.5861, pct<= 0.1=0.118, pct<= 0.5=0.616
geom_target_3_4 ~ 1.0 * geom_input_4_5: mean_abs=6.1495, median_abs=5.5661, max_abs=18.9675, pct<= 0.1=0.046, pct<= 0.5=0.452
geom_target_1_3 ~ 1.0 * geom_all_input: mean_abs=7.5366, median_abs=5.2932, max_abs=30.6897, pct<= 0.1=0.084, pct<= 0.5=0.466
geom_target_1_3 ~ 1.2609 * geom_input_4_7: mean_abs=6.6218, median_abs=5.6286, max_abs=23.7462, pct<= 0.1=0.106, pct<= 0.5=0.640
geom_target_1_4 ~ 1.0 * geom_input_4_12: mean_abs=7.0367, median_abs=5.4206, max_abs=25.7873, pct<= 0.1=0.052, pct<= 0.5=0.480
geom_target_2_4 ~ 1.0 * geom_input_8_11: mean_abs=7.5379, median_abs=5.9868, max_abs=28.7604, pct<= 0.1=0.084, pct<= 0.5=0.436
geom_target_1_3 ~ 1.0 * geom_input_1_11: mean_abs=7.4603, median_abs=5.3973, max_abs=29.6529, pct<= 0.1=0.062, pct<= 0.5=0.470
radius_target_1_2 ~ 1.0 * radius_input_2_6: mean_abs=9.4978, median_abs=9.6543, max_abs=19.2186, pct<= 0.1=0.006, pct<= 0.5=0.506
geom_target_1_4 ~ 1.3499 * geom_input_3_5: mean_abs=5.8744, median_abs=4.8811, max_abs=21.7467, pct<= 0.1=0.122, pct<= 0.5=0.624
diff_target_1_4 ~ -0.7577 * diff_input_7_10: mean_abs=14.0974, median_abs=9.9331, max_abs=60.6699, pct<= 0.1=0.122, pct<= 0.5=0.598
radius_target_2_3 ~ 2.3570 * radius_input_4_5: mean_abs=8.4931, median_abs=7.1430, max_abs=30.3345, pct<= 0.1=0.144, pct<= 0.5=0.754
geom_target_3_4 ~ 1.6683 * geom_input_4_5: mean_abs=4.7497, median_abs=4.0547, max_abs=18.9243, pct<= 0.1=0.124, pct<= 0.5=0.706
radius_target_2_4 ~ 1.9209 * radius_input_6_10: mean_abs=9.3975, median_abs=7.9297, max_abs=34.4394, pct<= 0.1=0.120, pct<= 0.5=0.710
radius_target_1_3 ~ 1.0 * radius_input_5_9: mean_abs=13.0797, median_abs=10.2079, max_abs=48.2726, pct<= 0.1=0.056, pct<= 0.5=0.470
angle_target_2_4 ~ 1.0 * angle_input_7_8: mean_abs=1.0184, median_abs=0.8937, max_abs=3.0015, pct<= 0.1=0.070, pct<= 0.5=0.484
geom_target_1_4 ~ 1.0 * geom_input_5_9: mean_abs=7.0660, median_abs=5.3287, max_abs=25.1555, pct<= 0.1=0.064, pct<= 0.5=0.462
radius_target_2_4 ~ 1.9451 * radius_input_9_12: mean_abs=9.2501, median_abs=7.6137, max_abs=36.5026, pct<= 0.1=0.128, pct<= 0.5=0.700
prod_target_3_4 ~ 1.0 * prod_input_3_10: mean_abs=119.8586, median_abs=80.9936, max_abs=613.9338, pct<= 0.1=0.090, pct<= 0.5=0.572
geom_target_2_4 ~ 1.0 * geom_input_2_12: mean_abs=7.6358, median_abs=6.0837, max_abs=29.3589, pct<= 0.1=0.074, pct<= 0.5=0.450
geom_target_1_3 ~ 1.0 * geom_input_4_12: mean_abs=7.5826, median_abs=5.0169, max_abs=31.1433, pct<= 0.1=0.082, pct<= 0.5=0.446
radius_target_2_4 ~ 1.9866 * radius_input_6_8: mean_abs=9.5730, median_abs=7.7228, max_abs=37.1384, pct<= 0.1=0.124, pct<= 0.5=0.698
radius_target_2_4 ~ 1.0 * radius_input_2_11: mean_abs=13.0493, median_abs=9.5805, max_abs=47.7158, pct<= 0.1=0.054, pct<= 0.5=0.434
angle_target_1_4 ~ 1.0 * angle_input_2_9: mean_abs=1.0139, median_abs=0.9079, max_abs=3.0785, pct<= 0.1=0.052, pct<= 0.5=0.478
abs_target_1 ~ 1.0 * abs_input_12: mean_abs=6.7925, median_abs=5.4874, max_abs=23.8933, pct<= 0.1=0.060, pct<= 0.5=0.442
angle_target_1_3 ~ 1.0 * angle_input_8_10: mean_abs=0.9531, median_abs=0.8529, max_abs=3.0443, pct<= 0.1=0.076, pct<= 0.5=0.484
geom_target_2_3 ~ 1.0 * geom_input_2_11: mean_abs=7.1485, median_abs=6.0120, max_abs=25.2203, pct<= 0.1=0.062, pct<= 0.5=0.452
radius_target_2_4 ~ 2.0567 * radius_input_1_5: mean_abs=9.2044, median_abs=8.0595, max_abs=33.4247, pct<= 0.1=0.124, pct<= 0.5=0.718
angle_target_2_4 ~ 1.0 * angle_input_3_7: mean_abs=1.0284, median_abs=0.9042, max_abs=3.0548, pct<= 0.1=0.072, pct<= 0.5=0.466
diff_target_3_4 ~ 1.0 * diff_input_5_7: mean_abs=16.7106, median_abs=16.9900, max_abs=31.2138, pct<= 0.1=0.002, pct<= 0.5=0.650
radius_target_2_4 ~ 2.0284 * radius_input_2_11: mean_abs=9.1614, median_abs=7.7366, max_abs=34.5705, pct<= 0.1=0.116, pct<= 0.5=0.718
radius_target_1_4 ~ 1.0 * radius_input_2_11: mean_abs=12.9685, median_abs=10.6043, max_abs=41.8414, pct<= 0.1=0.044, pct<= 0.5=0.442
angle_target_1_4 ~ 1.0 * angle_input_1_9: mean_abs=1.0126, median_abs=0.8995, max_abs=3.0244, pct<= 0.1=0.064, pct<= 0.5=0.486
geom_target_1_4 ~ 1.0 * geom_input_1_5: mean_abs=7.0710, median_abs=5.4540, max_abs=26.0728, pct<= 0.1=0.076, pct<= 0.5=0.464
geom_target_2_4 ~ 1.0 * geom_input_9_11: mean_abs=7.6766, median_abs=5.8805, max_abs=29.9469, pct<= 0.1=0.074, pct<= 0.5=0.432
radius_target_2_3 ~ 1.0 * radius_input_2_11: mean_abs=13.0825, median_abs=10.7986, max_abs=46.5729, pct<= 0.1=0.046, pct<= 0.5=0.452
angle_target_1_4 ~ 1.0 * angle_input_1_2: mean_abs=1.0192, median_abs=0.8773, max_abs=2.9380, pct<= 0.1=0.058, pct<= 0.5=0.476
radius_target_2_3 ~ 2.5345 * radius_input_11_12: mean_abs=8.3209, median_abs=6.7003, max_abs=31.1754, pct<= 0.1=0.138, pct<= 0.5=0.758
radius_target_2_4 ~ 1.9803 * radius_input_9_11: mean_abs=9.2720, median_abs=7.5924, max_abs=35.4651, pct<= 0.1=0.124, pct<= 0.5=0.702
geom_target_1_3 ~ 1.0 * geom_input_2_11: mean_abs=7.5180, median_abs=5.3924, max_abs=29.1443, pct<= 0.1=0.058, pct<= 0.5=0.456
radius_target_2_4 ~ 1.0 * radius_input_5_9: mean_abs=13.1584, median_abs=9.3879, max_abs=49.1412, pct<= 0.1=0.040, pct<= 0.5=0.460
geom_target_2_3 ~ 1.0 * geom_input_4_12: mean_abs=7.2654, median_abs=5.8278, max_abs=27.1835, pct<= 0.1=0.054, pct<= 0.5=0.458
geom_target_2_4 ~ 1.0 * geom_input_1_11: mean_abs=7.6473, median_abs=5.8633, max_abs=30.2942, pct<= 0.1=0.070, pct<= 0.5=0.418
geom_target_1_4 ~ 1.0 * geom_input_4_11: mean_abs=7.1094, median_abs=5.5727, max_abs=26.0927, pct<= 0.1=0.058, pct<= 0.5=0.462
angle_target_2_4 ~ 1.0 * angle_input_4_12: mean_abs=1.0177, median_abs=0.8630, max_abs=3.0650, pct<= 0.1=0.076, pct<= 0.5=0.462
radius_target_2_3 ~ 1.0 * radius_input_5_9: mean_abs=13.1895, median_abs=10.8797, max_abs=47.4867, pct<= 0.1=0.060, pct<= 0.5=0.446
geom_target_1_4 ~ 1.3555 * geom_input_7_11: mean_abs=6.0401, median_abs=4.9981, max_abs=22.0752, pct<= 0.1=0.122, pct<= 0.5=0.608
radius_target_2_4 ~ 1.9895 * radius_input_2_12: mean_abs=9.1734, median_abs=7.4520, max_abs=35.6905, pct<= 0.1=0.120, pct<= 0.5=0.704
sum_target_2_4 ~ 0.7470 * sum_input_3_4: mean_abs=13.4854, median_abs=9.7586, max_abs=62.1223, pct<= 0.1=0.138, pct<= 0.5=0.564
geom_target_2_4 ~ 1.2783 * geom_input_3_12: mean_abs=6.7781, median_abs=5.6713, max_abs=22.9874, pct<= 0.1=0.080, pct<= 0.5=0.634
geom_target_2_4 ~ 1.0 * geom_all_input: mean_abs=7.7216, median_abs=5.8116, max_abs=31.0738, pct<= 0.1=0.062, pct<= 0.5=0.428
radius_target_2_3 ~ 2.3635 * radius_input_1_6: mean_abs=8.5076, median_abs=7.5350, max_abs=30.2841, pct<= 0.1=0.140, pct<= 0.5=0.746
geom_target_1_3 ~ 1.2711 * geom_input_3_12: mean_abs=6.7477, median_abs=5.6854, max_abs=22.0116, pct<= 0.1=0.118, pct<= 0.5=0.620
geom_target_2_3 ~ 1.3406 * geom_input_3_5: mean_abs=6.3479, median_abs=5.5159, max_abs=19.8187, pct<= 0.1=0.108, pct<= 0.5=0.618
radius_target_1_4 ~ 1.0 * radius_input_5_9: mean_abs=13.1146, median_abs=10.3256, max_abs=43.2374, pct<= 0.1=0.042, pct<= 0.5=0.464
radius_target_1_3 ~ 1.0 * radius_input_4_12: mean_abs=13.3658, median_abs=9.6364, max_abs=51.2521, pct<= 0.1=0.062, pct<= 0.5=0.466
geom_target_2_3 ~ 1.3779 * geom_input_7_11: mean_abs=6.0828, median_abs=5.4922, max_abs=21.0425, pct<= 0.1=0.110, pct<= 0.5=0.622
radius_target_1_3 ~ 1.0 * radius_input_1_5: mean_abs=13.1731, median_abs=10.0746, max_abs=49.2839, pct<= 0.1=0.060, pct<= 0.5=0.454
geom_target_1_4 ~ 1.3845 * geom_input_1_4: mean_abs=5.8676, median_abs=4.8116, max_abs=21.9719, pct<= 0.1=0.124, pct<= 0.5=0.606
geom_target_2_4 ~ 1.2608 * geom_input_2_8: mean_abs=6.9017, median_abs=5.8747, max_abs=22.8541, pct<= 0.1=0.062, pct<= 0.5=0.616
radius_target_1_4 ~ 1.0 * radius_input_6_8: mean_abs=13.0702, median_abs=10.0042, max_abs=41.1388, pct<= 0.1=0.056, pct<= 0.5=0.472
sum_target_1_4 ~ 0.6102 * sum_input_3_8: mean_abs=15.3296, median_abs=11.1982, max_abs=56.5153, pct<= 0.1=0.118, pct<= 0.5=0.522
radius_target_2_4 ~ 1.0 * radius_input_1_5: mean_abs=13.1381, median_abs=9.5637, max_abs=47.4553, pct<= 0.1=0.066, pct<= 0.5=0.430
radius_target_1_3 ~ 1.9279 * radius_input_1_12: mean_abs=9.2755, median_abs=7.4485, max_abs=38.8543, pct<= 0.1=0.118, pct<= 0.5=0.710
geom_target_1_4 ~ 1.0 * geom_input_2_5: mean_abs=7.1418, median_abs=5.4954, max_abs=24.7332, pct<= 0.1=0.056, pct<= 0.5=0.448
radius_target_1_4 ~ 2.2017 * radius_input_4_12: mean_abs=8.3432, median_abs=6.9922, max_abs=29.9746, pct<= 0.1=0.126, pct<= 0.5=0.718
geom_target_1_4 ~ 1.3848 * geom_input_4_9: mean_abs=5.9311, median_abs=5.2036, max_abs=20.5990, pct<= 0.1=0.122, pct<= 0.5=0.614
geom_target_1_3 ~ 1.0 * geom_input_4_11: mean_abs=7.6796, median_abs=5.1780, max_abs=31.3557, pct<= 0.1=0.070, pct<= 0.5=0.438
angle_target_2_4 ~ 1.0 * angle_input_2_4: mean_abs=0.9995, median_abs=0.8964, max_abs=2.9776, pct<= 0.1=0.080, pct<= 0.5=0.468
angle_target_2_4 ~ 1.0 * angle_input_8_9: mean_abs=0.9836, median_abs=0.8932, max_abs=2.6678, pct<= 0.1=0.068, pct<= 0.5=0.464
radius_target_2_4 ~ 2.0611 * radius_input_5_9: mean_abs=9.2714, median_abs=8.0669, max_abs=35.4782, pct<= 0.1=0.122, pct<= 0.5=0.712
sum_target_2_3 ~ -0.7251 * sum_input_3_4: mean_abs=13.5201, median_abs=10.0516, max_abs=58.6245, pct<= 0.1=0.128, pct<= 0.5=0.554
diff_target_2_3 ~ 0.6475 * diff_input_3_10: mean_abs=16.5406, median_abs=13.2127, max_abs=60.0692, pct<= 0.1=0.132, pct<= 0.5=0.514
geom_target_2_4 ~ 1.0 * geom_input_2_11: mean_abs=7.7211, median_abs=6.0991, max_abs=29.5269, pct<= 0.1=0.072, pct<= 0.5=0.422
angle_target_2_4 ~ 1.0 * angle_input_1_4: mean_abs=1.0069, median_abs=0.8875, max_abs=2.9036, pct<= 0.1=0.080, pct<= 0.5=0.464
radius_target_1_4 ~ 2.3620 * radius_input_1_6: mean_abs=8.3507, median_abs=7.2361, max_abs=28.6776, pct<= 0.1=0.130, pct<= 0.5=0.728
radius_target_2_3 ~ 2.3833 * radius_input_6_9: mean_abs=8.3509, median_abs=6.8950, max_abs=28.5198, pct<= 0.1=0.140, pct<= 0.5=0.738
radius_target_2_4 ~ 2.1156 * radius_input_2_5: mean_abs=9.1099, median_abs=7.7415, max_abs=34.7609, pct<= 0.1=0.132, pct<= 0.5=0.710
prod_target_3_4 ~ 0.9853 * prod_input_7_10: mean_abs=114.1587, median_abs=76.7398, max_abs=562.8528, pct<= 0.1=0.090, pct<= 0.5=0.548
radius_target_1_3 ~ 1.9924 * radius_input_6_8: mean_abs=9.4272, median_abs=7.7679, max_abs=37.4832, pct<= 0.1=0.124, pct<= 0.5=0.666
geom_target_1_3 ~ 1.3083 * geom_input_3_11: mean_abs=6.7191, median_abs=5.5058, max_abs=21.5794, pct<= 0.1=0.096, pct<= 0.5=0.628
geom_target_1_3 ~ 1.3418 * geom_input_1_9: mean_abs=6.5336, median_abs=5.4569, max_abs=21.3977, pct<= 0.1=0.120, pct<= 0.5=0.612
radius_target_1_4 ~ 2.2526 * radius_input_4_11: mean_abs=8.3574, median_abs=7.1548, max_abs=29.8271, pct<= 0.1=0.128, pct<= 0.5=0.724
geom_target_2_4 ~ 1.3158 * geom_input_3_11: mean_abs=6.7530, median_abs=5.6844, max_abs=22.5843, pct<= 0.1=0.078, pct<= 0.5=0.642
radius_target_1_3 ~ 2.0120 * radius_input_2_11: mean_abs=9.2388, median_abs=7.2863, max_abs=38.2026, pct<= 0.1=0.114, pct<= 0.5=0.710
geom_target_2_3 ~ 1.4000 * geom_input_10_12: mean_abs=6.1624, median_abs=5.1047, max_abs=19.2475, pct<= 0.1=0.092, pct<= 0.5=0.632
radius_target_1_3 ~ 1.0 * radius_input_6_8: mean_abs=13.1174, median_abs=9.8434, max_abs=48.3240, pct<= 0.1=0.048, pct<= 0.5=0.452
radius_target_2_4 ~ 1.0 * radius_input_2_5: mean_abs=13.3351, median_abs=9.3863, max_abs=47.5305, pct<= 0.1=0.042, pct<= 0.5=0.422
radius_target_1_4 ~ 2.3690 * radius_input_4_5: mean_abs=8.2297, median_abs=6.9255, max_abs=33.2462, pct<= 0.1=0.128, pct<= 0.5=0.718
geom_target_1_3 ~ 1.0 * geom_input_5_8: mean_abs=7.5630, median_abs=5.3890, max_abs=29.7347, pct<= 0.1=0.066, pct<= 0.5=0.432
prod_target_3_4 ~ 1.0 * prod_input_7_10: mean_abs=114.0857, median_abs=77.6106, max_abs=571.3142, pct<= 0.1=0.084, pct<= 0.5=0.552
radius_target_3_4 ~ 1.0 * radius_input_8_9: mean_abs=15.2555, median_abs=14.7982, max_abs=35.7597, pct<= 0.1=0.004, pct<= 0.5=0.442
diff_target_2_4 ~ -0.6347 * diff_input_3_10: mean_abs=16.5621, median_abs=13.2025, max_abs=63.5486, pct<= 0.1=0.104, pct<= 0.5=0.500
geom_target_2_4 ~ 1.0 * geom_input_4_12: mean_abs=7.8112, median_abs=5.7716, max_abs=30.1542, pct<= 0.1=0.072, pct<= 0.5=0.418
radius_target_2_3 ~ 1.0 * radius_input_1_5: mean_abs=13.2627, median_abs=10.5415, max_abs=47.7470, pct<= 0.1=0.042, pct<= 0.5=0.432
geom_target_2_3 ~ 1.0 * geom_input_4_11: mean_abs=7.3653, median_abs=6.0405, max_abs=27.0622, pct<= 0.1=0.058, pct<= 0.5=0.418
geom_target_1_3 ~ 1.0 * geom_input_5_9: mean_abs=7.7045, median_abs=5.3108, max_abs=30.7308, pct<= 0.1=0.080, pct<= 0.5=0.440
angle_target_1_3 ~ 1.0 * angle_input_7_10: mean_abs=0.9991, median_abs=0.9020, max_abs=2.9905, pct<= 0.1=0.070, pct<= 0.5=0.456
sum_target_2_4 ~ 0.7185 * sum_input_7_8: mean_abs=13.6358, median_abs=10.1034, max_abs=59.3969, pct<= 0.1=0.130, pct<= 0.5=0.554
radius_target_1_3 ~ 1.9165 * radius_input_6_10: mean_abs=9.3854, median_abs=7.9178, max_abs=38.8453, pct<= 0.1=0.120, pct<= 0.5=0.716
radius_target_1_2 ~ 1.0 * radius_input_11_12: mean_abs=9.7796, median_abs=9.7571, max_abs=20.6994, pct<= 0.1=0.002, pct<= 0.5=0.436
geom_target_2_4 ~ 1.0 * geom_input_5_8: mean_abs=7.7374, median_abs=5.9881, max_abs=29.3136, pct<= 0.1=0.076, pct<= 0.5=0.412
sum_target_1_3 ~ -0.6964 * sum_input_3_8: mean_abs=15.6427, median_abs=11.6163, max_abs=57.0008, pct<= 0.1=0.104, pct<= 0.5=0.544
radius_target_1_4 ~ 1.0 * radius_input_1_5: mean_abs=13.1289, median_abs=10.4102, max_abs=40.6075, pct<= 0.1=0.040, pct<= 0.5=0.454
angle_target_1_4 ~ 1.0 * angle_input_4_12: mean_abs=1.0581, median_abs=1.0021, max_abs=2.6275, pct<= 0.1=0.060, pct<= 0.5=0.454
diff_target_1_3 ~ 0.7091 * diff_input_8_10: mean_abs=14.0147, median_abs=10.4352, max_abs=63.7363, pct<= 0.1=0.126, pct<= 0.5=0.526
radius_target_2_4 ~ 1.0 * radius_input_4_12: mean_abs=13.4927, median_abs=9.7889, max_abs=48.1680, pct<= 0.1=0.054, pct<= 0.5=0.420
radius_target_1_3 ~ 1.0 * radius_input_4_11: mean_abs=13.5344, median_abs=10.1136, max_abs=51.3486, pct<= 0.1=0.064, pct<= 0.5=0.422
radius_target_1_3 ~ 1.0 * radius_input_2_5: mean_abs=13.3273, median_abs=10.1006, max_abs=49.0891, pct<= 0.1=0.046, pct<= 0.5=0.448
angle_target_2_3 ~ 1.0 * angle_input_3_10: mean_abs=1.0752, median_abs=0.9297, max_abs=2.9540, pct<= 0.1=0.092, pct<= 0.5=0.456
radius_target_1_3 ~ 1.9713 * radius_input_2_12: mean_abs=9.2854, median_abs=7.4854, max_abs=37.3057, pct<= 0.1=0.122, pct<= 0.5=0.728
geom_target_1_3 ~ 1.0 * geom_input_1_5: mean_abs=7.7180, median_abs=5.4042, max_abs=30.6283, pct<= 0.1=0.078, pct<= 0.5=0.442
geom_target_1_3 ~ 1.3185 * geom_input_4_10: mean_abs=6.6712, median_abs=5.7935, max_abs=23.3018, pct<= 0.1=0.100, pct<= 0.5=0.614
abs_target_2 ~ 1.8201 * abs_input_12: mean_abs=5.0766, median_abs=4.4207, max_abs=20.1935, pct<= 0.1=0.140, pct<= 0.5=0.718
abs_target_1 ~ 1.0 * abs_input_11: mean_abs=6.9678, median_abs=5.6564, max_abs=24.3395, pct<= 0.1=0.054, pct<= 0.5=0.404
radius_target_3_4 ~ 1.0 * radius_input_7_12: mean_abs=15.4142, median_abs=14.7967, max_abs=37.0429, pct<= 0.1=0.002, pct<= 0.5=0.436
geom_target_2_4 ~ 1.3236 * geom_input_4_10: mean_abs=6.7922, median_abs=5.8569, max_abs=23.0478, pct<= 0.1=0.074, pct<= 0.5=0.632
