Top 500 candidate near-equalities (sorted by mean abs residual):
sign_target_3 ~ -1.0000 * sign_target_4: mean_abs=0.0000, median_abs=0.0000, max_abs=0.0000, pct<= 0.1=1.000, pct<= 0.5=1.000
radius_target_1_2 ~ 1.4217 * radius_input_10_11: mean_abs=1.7765, median_abs=1.6182, max_abs=5.3675, pct<= 0.1=0.562, pct<= 0.5=0.966
radius_target_1_2 ~ 1.3932 * absdiff_input_4_5: mean_abs=1.8310, median_abs=1.4746, max_abs=6.2393, pct<= 0.1=0.564, pct<= 0.5=0.962
absdiff_target_3_4 ~ 2.3382 * radius_input_8_9: mean_abs=3.0302, median_abs=2.6028, max_abs=10.7440, pct<= 0.1=0.616, pct<= 0.5=0.966
radius_target_1_2 ~ 1.6130 * radius_input_9_12: mean_abs=1.6393, median_abs=1.3956, max_abs=4.7615, pct<= 0.1=0.620, pct<= 0.5=0.952
absdiff_target_3_4 ~ 2.3504 * absdiff_input_2_5: mean_abs=2.9898, median_abs=2.6442, max_abs=10.3095, pct<= 0.1=0.580, pct<= 0.5=0.958
radius_target_1_2 ~ 1.4629 * radius_input_5_10: mean_abs=1.8073, median_abs=1.6786, max_abs=5.2601, pct<= 0.1=0.544, pct<= 0.5=0.964
radius_target_1_2 ~ 1.0 * absdiff_input_3_5: mean_abs=2.3473, median_abs=1.9886, max_abs=7.2638, pct<= 0.1=0.478, pct<= 0.5=0.974
absdiff_target_3_4 ~ 2.4907 * radius_input_4_8: mean_abs=2.9867, median_abs=2.6760, max_abs=9.9973, pct<= 0.1=0.600, pct<= 0.5=0.960
absdiff_target_3_4 ~ 2.9967 * radius_input_1_11: mean_abs=2.8607, median_abs=2.5003, max_abs=9.7662, pct<= 0.1=0.620, pct<= 0.5=0.968
absdiff_target_3_4 ~ 2.7297 * radius_input_1_4: mean_abs=2.8876, median_abs=2.4000, max_abs=9.7563, pct<= 0.1=0.630, pct<= 0.5=0.964
absdiff_target_3_4 ~ 1.9832 * radius_input_3_4: mean_abs=3.0727, median_abs=2.8192, max_abs=9.1711, pct<= 0.1=0.590, pct<= 0.5=0.960
absdiff_target_3_4 ~ 2.4022 * radius_input_7_11: mean_abs=3.0570, median_abs=2.8020, max_abs=9.9893, pct<= 0.1=0.588, pct<= 0.5=0.968
diff_target_3_4 ~ -1.6657 * diff_input_3_5: mean_abs=3.1247, median_abs=2.9807, max_abs=10.4846, pct<= 0.1=0.576, pct<= 0.5=0.958
radius_target_1_2 ~ 1.2532 * absdiff_input_1_5: mean_abs=1.8953, median_abs=1.7393, max_abs=6.0031, pct<= 0.1=0.516, pct<= 0.5=0.968
radius_target_1_2 ~ 1.0 * absdiff_input_1_10: mean_abs=2.5564, median_abs=2.2990, max_abs=7.2440, pct<= 0.1=0.432, pct<= 0.5=0.974
absdiff_target_3_4 ~ 2.7857 * radius_input_2_4: mean_abs=2.7964, median_abs=2.5681, max_abs=9.0387, pct<= 0.1=0.622, pct<= 0.5=0.960
radius_target_1_2 ~ 1.4604 * absdiff_input_11_12: mean_abs=1.8772, median_abs=1.6271, max_abs=7.3966, pct<= 0.1=0.552, pct<= 0.5=0.966
diff_target_3_4 ~ -1.7461 * diff_input_4_10: mean_abs=3.0781, median_abs=2.7726, max_abs=9.3963, pct<= 0.1=0.594, pct<= 0.5=0.960
diff_target_3_4 ~ 1.8902 * diff_input_5_7: mean_abs=3.0063, median_abs=2.5657, max_abs=10.9606, pct<= 0.1=0.604, pct<= 0.5=0.960
absdiff_target_3_4 ~ 2.0777 * radius_input_3_11: mean_abs=3.2623, median_abs=2.8851, max_abs=9.4778, pct<= 0.1=0.556, pct<= 0.5=0.964
radius_target_1_2 ~ 1.7070 * radius_input_5_9: mean_abs=1.7312, median_abs=1.5831, max_abs=4.8252, pct<= 0.1=0.572, pct<= 0.5=0.960
absdiff_target_3_4 ~ 2.3313 * radius_input_1_8: mean_abs=3.2406, median_abs=2.7299, max_abs=11.3311, pct<= 0.1=0.576, pct<= 0.5=0.968
absdiff_target_3_4 ~ 2.9437 * radius_input_1_12: mean_abs=2.8589, median_abs=2.5934, max_abs=8.3380, pct<= 0.1=0.638, pct<= 0.5=0.960
absdiff_target_3_4 ~ 2.3051 * absdiff_input_5_9: mean_abs=3.1128, median_abs=2.7280, max_abs=9.7179, pct<= 0.1=0.578, pct<= 0.5=0.950
absdiff_target_3_4 ~ 2.3745 * radius_input_7_12: mean_abs=3.0378, median_abs=2.7230, max_abs=8.9820, pct<= 0.1=0.596, pct<= 0.5=0.968
radius_target_1_2 ~ 1.2172 * radius_input_3_6: mean_abs=2.0286, median_abs=1.9194, max_abs=5.7252, pct<= 0.1=0.470, pct<= 0.5=0.966
absdiff_target_3_4 ~ 2.0151 * radius_input_7_8: mean_abs=3.3588, median_abs=2.7184, max_abs=12.9956, pct<= 0.1=0.560, pct<= 0.5=0.972
absdiff_target_3_4 ~ 1.0 * radius_target_3_4: mean_abs=4.9035, median_abs=3.8476, max_abs=17.2531, pct<= 0.1=0.414, pct<= 0.5=1.000
absdiff_target_3_4 ~ 2.7384 * radius_input_4_9: mean_abs=2.9221, median_abs=2.5312, max_abs=9.6062, pct<= 0.1=0.606, pct<= 0.5=0.960
radius_target_3_4 ~ 1.1026 * absdiff_input_3_10: mean_abs=3.7678, median_abs=3.2026, max_abs=14.3810, pct<= 0.1=0.420, pct<= 0.5=0.982
absdiff_target_3_4 ~ 3.1962 * radius_input_2_5: mean_abs=2.9965, median_abs=2.7410, max_abs=9.2508, pct<= 0.1=0.592, pct<= 0.5=0.970
radius_target_1_2 ~ 1.4654 * radius_input_8_11: mean_abs=1.9488, median_abs=1.7461, max_abs=6.7303, pct<= 0.1=0.532, pct<= 0.5=0.962
absdiff_target_3_4 ~ 1.9853 * absdiff_input_8_11: mean_abs=3.2200, median_abs=2.8259, max_abs=11.2393, pct<= 0.1=0.562, pct<= 0.5=0.952
absdiff_target_3_4 ~ 2.0593 * radius_input_3_12: mean_abs=3.2393, median_abs=2.9363, max_abs=8.8519, pct<= 0.1=0.556, pct<= 0.5=0.966
radius_target_1_2 ~ 1.0 * absdiff_input_9_10: mean_abs=2.5998, median_abs=2.3116, max_abs=7.2498, pct<= 0.1=0.404, pct<= 0.5=0.978
radius_target_1_2 ~ 2.2685 * radius_input_5_11: mean_abs=1.6622, median_abs=1.4244, max_abs=5.7048, pct<= 0.1=0.618, pct<= 0.5=0.962
absdiff_target_3_4 ~ 3.0083 * radius_input_9_11: mean_abs=2.8552, median_abs=2.5778, max_abs=8.5741, pct<= 0.1=0.628, pct<= 0.5=0.954
radius_target_1_2 ~ 1.6982 * radius_input_1_5: mean_abs=1.8884, median_abs=1.6918, max_abs=5.6830, pct<= 0.1=0.520, pct<= 0.5=0.958
radius_target_1_2 ~ 1.9191 * radius_input_4_5: mean_abs=1.8551, median_abs=1.6539, max_abs=6.2095, pct<= 0.1=0.556, pct<= 0.5=0.958
radius_target_1_2 ~ 1.8284 * radius_input_4_11: mean_abs=1.8394, median_abs=1.5574, max_abs=6.1867, pct<= 0.1=0.546, pct<= 0.5=0.962
absdiff_target_3_4 ~ 2.3958 * absdiff_input_4_11: mean_abs=3.2600, median_abs=2.8272, max_abs=10.7863, pct<= 0.1=0.556, pct<= 0.5=0.968
diff_target_3_4 ~ -1.9852 * diff_input_8_11: mean_abs=3.2306, median_abs=2.8252, max_abs=11.2406, pct<= 0.1=0.562, pct<= 0.5=0.952
absdiff_target_3_4 ~ 2.4224 * radius_input_4_10: mean_abs=3.1524, median_abs=2.9884, max_abs=9.6415, pct<= 0.1=0.592, pct<= 0.5=0.964
radius_target_1_2 ~ 1.1381 * absdiff_input_5_8: mean_abs=2.0313, median_abs=1.7511, max_abs=7.6614, pct<= 0.1=0.496, pct<= 0.5=0.952
diff_target_3_4 ~ -2.3503 * diff_input_2_5: mean_abs=3.0082, median_abs=2.6707, max_abs=10.3098, pct<= 0.1=0.580, pct<= 0.5=0.958
diff_target_3_4 ~ 2.3051 * diff_input_5_9: mean_abs=3.1223, median_abs=2.7315, max_abs=9.7190, pct<= 0.1=0.578, pct<= 0.5=0.950
radius_target_1_2 ~ 1.4439 * radius_input_6_7: mean_abs=2.0302, median_abs=1.8404, max_abs=5.7799, pct<= 0.1=0.502, pct<= 0.5=0.970
absdiff_target_3_4 ~ 2.1153 * radius_input_3_5: mean_abs=3.3603, median_abs=3.3033, max_abs=10.1979, pct<= 0.1=0.534, pct<= 0.5=0.956
absdiff_target_3_4 ~ 2.5502 * absdiff_input_4_5: mean_abs=3.3515, median_abs=2.6992, max_abs=11.4209, pct<= 0.1=0.564, pct<= 0.5=0.958
radius_target_1_2 ~ 1.5658 * absdiff_input_5_12: mean_abs=1.9459, median_abs=1.5610, max_abs=7.1885, pct<= 0.1=0.532, pct<= 0.5=0.952
absdiff_target_3_4 ~ 2.4600 * radius_input_5_7: mean_abs=3.2644, median_abs=3.0108, max_abs=11.1337, pct<= 0.1=0.582, pct<= 0.5=0.970
maxabs2_target_1_2 ~ 1.0823 * maxabs2_input_3_7: mean_abs=2.1691, median_abs=1.8157, max_abs=7.5114, pct<= 0.1=0.438, pct<= 0.5=0.972
radius_target_1_2 ~ 1.0 * radius_input_3_12: mean_abs=2.5293, median_abs=2.2072, max_abs=7.5582, pct<= 0.1=0.400, pct<= 0.5=0.978
absdiff_target_3_4 ~ 3.0105 * radius_input_2_12: mean_abs=3.0447, median_abs=2.7832, max_abs=9.2330, pct<= 0.1=0.596, pct<= 0.5=0.962
absdiff_target_3_4 ~ 2.5660 * radius_input_10_12: mean_abs=3.2818, median_abs=2.9790, max_abs=10.1705, pct<= 0.1=0.572, pct<= 0.5=0.966
radius_target_3_4 ~ 1.0 * absdiff_input_3_10: mean_abs=4.2764, median_abs=3.2820, max_abs=18.5630, pct<= 0.1=0.402, pct<= 0.5=0.982
radius_target_1_2 ~ 1.0 * absdiff_input_8_11: mean_abs=2.2067, median_abs=2.0148, max_abs=7.2778, pct<= 0.1=0.466, pct<= 0.5=0.958
absdiff_target_3_4 ~ 2.2939 * absdiff_input_1_5: mean_abs=3.4694, median_abs=3.1838, max_abs=10.9887, pct<= 0.1=0.516, pct<= 0.5=0.956
absdiff_target_3_4 ~ 2.6460 * radius_input_8_12: mean_abs=3.2654, median_abs=2.7316, max_abs=10.9782, pct<= 0.1=0.600, pct<= 0.5=0.962
maxabs2_target_1_2 ~ 1.2634 * maxabs2_input_7_10: mean_abs=2.0633, median_abs=1.7495, max_abs=7.0653, pct<= 0.1=0.458, pct<= 0.5=0.970
absdiff_target_3_4 ~ 2.6025 * radius_input_10_11: mean_abs=3.2518, median_abs=2.9621, max_abs=9.8251, pct<= 0.1=0.562, pct<= 0.5=0.964
radius_target_1_2 ~ 1.7865 * radius_input_4_12: mean_abs=1.9425, median_abs=1.7649, max_abs=6.8414, pct<= 0.1=0.538, pct<= 0.5=0.956
radius_target_1_2 ~ 1.0 * radius_input_3_11: mean_abs=2.6372, median_abs=2.3201, max_abs=7.8708, pct<= 0.1=0.384, pct<= 0.5=0.980
radius_target_1_2 ~ 1.9857 * radius_input_2_6: mean_abs=1.9898, median_abs=1.8941, max_abs=7.2574, pct<= 0.1=0.486, pct<= 0.5=0.958
absdiff_target_3_4 ~ 2.6778 * radius_input_5_10: mean_abs=3.3082, median_abs=3.0726, max_abs=9.6286, pct<= 0.1=0.544, pct<= 0.5=0.962
diff_target_3_4 ~ -2.3957 * diff_input_4_11: mean_abs=3.2799, median_abs=2.8248, max_abs=10.7894, pct<= 0.1=0.556, pct<= 0.5=0.966
radius_target_1_2 ~ 2.0561 * radius_input_11_12: mean_abs=1.9036, median_abs=1.6403, max_abs=7.5037, pct<= 0.1=0.564, pct<= 0.5=0.966
absdiff_target_3_4 ~ 2.9526 * radius_input_9_12: mean_abs=3.0008, median_abs=2.5547, max_abs=8.7160, pct<= 0.1=0.620, pct<= 0.5=0.952
radius_target_1_2 ~ 1.0 * absdiff_input_3_11: mean_abs=2.9712, median_abs=2.8070, max_abs=8.3077, pct<= 0.1=0.360, pct<= 0.5=0.978
maxabs2_target_1_2 ~ 1.0884 * maxabs2_input_3_10: mean_abs=2.2568, median_abs=1.8993, max_abs=7.6908, pct<= 0.1=0.398, pct<= 0.5=0.972
radius_target_3_4 ~ 1.3756 * absdiff_input_3_11: mean_abs=3.8120, median_abs=3.1286, max_abs=13.9420, pct<= 0.1=0.418, pct<= 0.5=0.972
maxabs2_target_1_2 ~ 1.0 * maxabs2_input_3_7: mean_abs=2.4532, median_abs=2.1280, max_abs=8.3938, pct<= 0.1=0.380, pct<= 0.5=0.976
maxabs2_target_1_2 ~ 1.0907 * maxabs2_input_3_9: mean_abs=2.2893, median_abs=1.8992, max_abs=7.7597, pct<= 0.1=0.396, pct<= 0.5=0.976
maxabs2_target_1_2 ~ 1.0891 * maxabs2_input_3_8: mean_abs=2.2658, median_abs=1.9127, max_abs=7.7127, pct<= 0.1=0.404, pct<= 0.5=0.970
absdiff_target_3_4 ~ 3.1247 * radius_input_5_9: mean_abs=3.1689, median_abs=2.8978, max_abs=8.8325, pct<= 0.1=0.572, pct<= 0.5=0.960
radius_target_1_2 ~ 1.5085 * radius_input_5_8: mean_abs=2.1741, median_abs=1.9040, max_abs=7.8496, pct<= 0.1=0.480, pct<= 0.5=0.950
radius_target_1_2 ~ 1.0 * radius_input_7_8: mean_abs=2.4451, median_abs=2.1656, max_abs=8.3729, pct<= 0.1=0.450, pct<= 0.5=0.970
radius_target_3_4 ~ 1.2128 * absdiff_input_7_10: mean_abs=3.9879, median_abs=3.6151, max_abs=13.1823, pct<= 0.1=0.368, pct<= 0.5=0.974
radius_target_3_4 ~ 1.4793 * radius_input_3_7: mean_abs=3.8543, median_abs=3.3346, max_abs=14.7687, pct<= 0.1=0.436, pct<= 0.5=0.966
absdiff_target_3_4 ~ 2.0833 * absdiff_input_5_8: mean_abs=3.7183, median_abs=3.2054, max_abs=14.0241, pct<= 0.1=0.496, pct<= 0.5=0.948
maxabs2_target_1_2 ~ 1.0908 * maxabs2_input_1_3: mean_abs=2.2965, median_abs=1.8994, max_abs=7.7635, pct<= 0.1=0.394, pct<= 0.5=0.970
absdiff_target_3_4 ~ 2.6824 * radius_input_8_11: mean_abs=3.5673, median_abs=3.1963, max_abs=12.3198, pct<= 0.1=0.532, pct<= 0.5=0.960
maxabs2_target_1_2 ~ 1.0909 * maxabs2_input_2_3: mean_abs=2.3031, median_abs=1.9080, max_abs=7.7670, pct<= 0.1=0.392, pct<= 0.5=0.968
maxabs2_target_1_2 ~ 1.0911 * maxabs2_input_3_11: mean_abs=2.3133, median_abs=1.9632, max_abs=7.7707, pct<= 0.1=0.392, pct<= 0.5=0.968
radius_target_1_2 ~ 1.9177 * radius_input_1_6: mean_abs=2.1232, median_abs=1.8990, max_abs=7.1553, pct<= 0.1=0.472, pct<= 0.5=0.960
radius_target_1_2 ~ 1.5943 * radius_input_6_10: mean_abs=2.1732, median_abs=1.9025, max_abs=5.6379, pct<= 0.1=0.486, pct<= 0.5=0.956
maxabs2_target_1_2 ~ 1.0911 * maxabs2_input_3_12: mean_abs=2.3123, median_abs=1.9414, max_abs=7.7701, pct<= 0.1=0.392, pct<= 0.5=0.970
absdiff_target_3_4 ~ 2.6733 * absdiff_input_11_12: mean_abs=3.4362, median_abs=2.9784, max_abs=13.5393, pct<= 0.1=0.552, pct<= 0.5=0.964
radius_target_3_4 ~ 1.9110 * absdiff_input_2_11: mean_abs=3.6968, median_abs=3.1088, max_abs=12.5685, pct<= 0.1=0.436, pct<= 0.5=0.968
maxabs2_target_1_2 ~ 1.0910 * maxabs2_input_3_6: mean_abs=2.3218, median_abs=1.9691, max_abs=7.7684, pct<= 0.1=0.392, pct<= 0.5=0.968
radius_target_3_4 ~ 1.5394 * radius_input_3_10: mean_abs=3.7986, median_abs=3.2014, max_abs=14.6895, pct<= 0.1=0.434, pct<= 0.5=0.958
absdiff_target_3_4 ~ 3.1085 * radius_input_1_5: mean_abs=3.4567, median_abs=3.0968, max_abs=10.4027, pct<= 0.1=0.520, pct<= 0.5=0.958
radius_target_1_2 ~ 1.2910 * absdiff_input_3_6: mean_abs=2.2945, median_abs=2.0588, max_abs=7.2557, pct<= 0.1=0.462, pct<= 0.5=0.958
maxabs2_target_1_2 ~ 1.3613 * maxabs2_input_8_10: mean_abs=2.0682, median_abs=1.8093, max_abs=7.4597, pct<= 0.1=0.454, pct<= 0.5=0.956
absdiff_target_3_4 ~ 2.2280 * radius_input_3_6: mean_abs=3.7133, median_abs=3.5135, max_abs=10.4800, pct<= 0.1=0.470, pct<= 0.5=0.958
radius_target_3_4 ~ 1.4194 * absdiff_input_2_10: mean_abs=3.8175, median_abs=3.2189, max_abs=15.1860, pct<= 0.1=0.382, pct<= 0.5=0.968
diff_target_3_4 ~ -2.5499 * diff_input_4_5: mean_abs=3.3826, median_abs=2.7569, max_abs=11.4242, pct<= 0.1=0.564, pct<= 0.5=0.956
absdiff_target_3_4 ~ 4.1524 * radius_input_5_11: mean_abs=3.0426, median_abs=2.6074, max_abs=10.4425, pct<= 0.1=0.618, pct<= 0.5=0.962
maxabs2_target_1_2 ~ 1.0 * maxabs2_input_3_10: mean_abs=2.5535, median_abs=2.2174, max_abs=9.4939, pct<= 0.1=0.360, pct<= 0.5=0.976
maxabs2_target_1_2 ~ 1.6598 * maxabs2_input_1_2: mean_abs=2.0488, median_abs=1.7789, max_abs=6.8794, pct<= 0.1=0.468, pct<= 0.5=0.952
maxabs2_target_1_2 ~ 1.0911 * maxabs2_input_3_4: mean_abs=2.3166, median_abs=1.9632, max_abs=7.7707, pct<= 0.1=0.394, pct<= 0.5=0.964
maxabs2_target_1_2 ~ 1.0911 * maxabs2_input_3_5: mean_abs=2.3178, median_abs=1.9692, max_abs=7.7726, pct<= 0.1=0.392, pct<= 0.5=0.964
diff_target_3_4 ~ -2.2937 * diff_input_1_5: mean_abs=3.4977, median_abs=3.1828, max_abs=10.9835, pct<= 0.1=0.518, pct<= 0.5=0.954
radius_target_3_4 ~ 1.3987 * absdiff_input_1_10: mean_abs=3.9038, median_abs=3.5631, max_abs=13.0050, pct<= 0.1=0.378, pct<= 0.5=0.970
maxabs2_target_1_2 ~ 1.2937 * maxabs2_input_2_7: mean_abs=2.2366, median_abs=1.8848, max_abs=7.6540, pct<= 0.1=0.396, pct<= 0.5=0.972
radius_target_3_4 ~ 1.3999 * absdiff_input_9_10: mean_abs=3.9147, median_abs=3.3505, max_abs=14.5875, pct<= 0.1=0.430, pct<= 0.5=0.964
maxabs2_target_1_2 ~ 1.2836 * maxabs2_input_7_8: mean_abs=2.2312, median_abs=1.8630, max_abs=7.8760, pct<= 0.1=0.418, pct<= 0.5=0.970
absdiff_target_3_4 ~ 3.5129 * radius_input_4_5: mean_abs=3.3957, median_abs=3.0275, max_abs=11.3664, pct<= 0.1=0.556, pct<= 0.5=0.958
radius_target_3_4 ~ 1.6365 * radius_input_1_3: mean_abs=3.8157, median_abs=3.2509, max_abs=14.6960, pct<= 0.1=0.424, pct<= 0.5=0.960
radius_target_3_4 ~ 1.5608 * radius_input_3_8: mean_abs=3.9206, median_abs=3.3845, max_abs=14.1319, pct<= 0.1=0.428, pct<= 0.5=0.962
absdiff_target_3_4 ~ 3.3469 * radius_input_4_11: mean_abs=3.3670, median_abs=2.8508, max_abs=11.3247, pct<= 0.1=0.546, pct<= 0.5=0.962
radius_target_1_2 ~ 2.1873 * radius_input_5_12: mean_abs=1.9718, median_abs=1.6605, max_abs=7.0888, pct<= 0.1=0.524, pct<= 0.5=0.958
radius_target_3_4 ~ 1.6388 * radius_input_3_9: mean_abs=3.8224, median_abs=3.2221, max_abs=14.7867, pct<= 0.1=0.430, pct<= 0.5=0.964
radius_target_3_4 ~ 1.8720 * absdiff_input_1_11: mean_abs=3.8818, median_abs=3.3652, max_abs=13.8880, pct<= 0.1=0.392, pct<= 0.5=0.974
maxabs2_target_1_2 ~ 1.2933 * maxabs2_input_1_7: mean_abs=2.2627, median_abs=1.9019, max_abs=7.7878, pct<= 0.1=0.392, pct<= 0.5=0.976
absdiff_target_3_4 ~ 2.6431 * radius_input_6_7: mean_abs=3.7163, median_abs=3.3688, max_abs=10.5800, pct<= 0.1=0.502, pct<= 0.5=0.970
maxabs2_target_1_2 ~ 1.0 * maxabs2_input_3_9: mean_abs=2.6044, median_abs=2.2841, max_abs=9.4939, pct<= 0.1=0.348, pct<= 0.5=0.982
absdiff_target_3_4 ~ 2.8663 * absdiff_input_5_12: mean_abs=3.5619, median_abs=2.8574, max_abs=13.1584, pct<= 0.1=0.532, pct<= 0.5=0.952
maxabs2_target_1_2 ~ 1.2932 * maxabs2_input_7_9: mean_abs=2.2625, median_abs=1.8742, max_abs=7.6438, pct<= 0.1=0.410, pct<= 0.5=0.972
maxabs2_target_1_2 ~ 1.0 * maxabs2_input_3_8: mean_abs=2.5835, median_abs=2.3243, max_abs=9.4939, pct<= 0.1=0.350, pct<= 0.5=0.976
radius_target_3_4 ~ 1.6519 * radius_input_2_3: mean_abs=3.8458, median_abs=3.2396, max_abs=13.3573, pct<= 0.1=0.408, pct<= 0.5=0.964
diff_target_3_4 ~ 2.6733 * diff_input_11_12: mean_abs=3.4430, median_abs=2.9787, max_abs=13.5397, pct<= 0.1=0.552, pct<= 0.5=0.962
radius_target_3_4 ~ 1.4322 * absdiff_input_3_5: mean_abs=4.0225, median_abs=3.6339, max_abs=14.5305, pct<= 0.1=0.402, pct<= 0.5=0.966
maxabs2_target_1_2 ~ 1.4625 * maxabs2_input_1_8: mean_abs=2.2375, median_abs=1.8628, max_abs=9.8349, pct<= 0.1=0.440, pct<= 0.5=0.962
maxabs2_target_1_2 ~ 1.2950 * maxabs2_input_4_7: mean_abs=2.2891, median_abs=1.9508, max_abs=7.7741, pct<= 0.1=0.384, pct<= 0.5=0.970
radius_target_3_4 ~ 2.2187 * radius_input_2_9: mean_abs=3.7575, median_abs=3.2334, max_abs=13.4764, pct<= 0.1=0.422, pct<= 0.5=0.960
maxabs2_target_1_2 ~ 1.6723 * maxabs2_input_2_9: mean_abs=2.0602, median_abs=1.8525, max_abs=7.4347, pct<= 0.1=0.448, pct<= 0.5=0.948
radius_target_1_2 ~ 1.9287 * radius_input_6_9: mean_abs=2.0914, median_abs=1.9496, max_abs=6.7317, pct<= 0.1=0.494, pct<= 0.5=0.954
radius_target_3_4 ~ 1.5521 * absdiff_input_7_11: mean_abs=4.0483, median_abs=3.6126, max_abs=13.0917, pct<= 0.1=0.382, pct<= 0.5=0.966
absdiff_target_3_4 ~ 3.6349 * radius_input_2_6: mean_abs=3.6423, median_abs=3.4671, max_abs=13.2846, pct<= 0.1=0.486, pct<= 0.5=0.958
radius_target_3_4 ~ 2.2126 * radius_input_1_2: mean_abs=3.7954, median_abs=3.2388, max_abs=14.0201, pct<= 0.1=0.410, pct<= 0.5=0.962
maxabs2_target_1_2 ~ 1.0 * maxabs2_input_3_11: mean_abs=2.6287, median_abs=2.3306, max_abs=9.4939, pct<= 0.1=0.348, pct<= 0.5=0.976
diff_target_3_4 ~ 2.0830 * diff_input_5_8: mean_abs=3.7578, median_abs=3.2372, max_abs=14.0263, pct<= 0.1=0.496, pct<= 0.5=0.944
maxabs2_target_1_2 ~ 1.0 * maxabs2_input_1_3: mean_abs=2.6137, median_abs=2.2766, max_abs=9.4939, pct<= 0.1=0.346, pct<= 0.5=0.976
maxabs2_target_1_2 ~ 1.0 * maxabs2_input_2_3: mean_abs=2.6201, median_abs=2.2841, max_abs=9.4939, pct<= 0.1=0.348, pct<= 0.5=0.974
maxabs2_target_1_2 ~ 1.0 * maxabs2_input_3_12: mean_abs=2.6283, median_abs=2.3243, max_abs=9.4939, pct<= 0.1=0.348, pct<= 0.5=0.976
maxabs2_target_1_2 ~ 1.4685 * maxabs2_input_2_8: mean_abs=2.2761, median_abs=1.9871, max_abs=9.9766, pct<= 0.1=0.414, pct<= 0.5=0.954
radius_target_1_2 ~ 1.0 * radius_input_3_5: mean_abs=2.8984, median_abs=2.7097, max_abs=8.3510, pct<= 0.1=0.322, pct<= 0.5=0.976
maxabs2_target_1_2 ~ 1.4606 * maxabs2_input_8_9: mean_abs=2.2537, median_abs=1.9250, max_abs=9.7921, pct<= 0.1=0.420, pct<= 0.5=0.950
radius_target_3_4 ~ 1.7053 * radius_input_7_10: mean_abs=3.9975, median_abs=3.6961, max_abs=13.1505, pct<= 0.1=0.374, pct<= 0.5=0.964
radius_target_3_4 ~ 1.6241 * absdiff_input_10_12: mean_abs=4.0575, median_abs=3.3686, max_abs=14.1186, pct<= 0.1=0.422, pct<= 0.5=0.962
radius_target_3_4 ~ 1.3059 * absdiff_input_8_10: mean_abs=4.1118, median_abs=3.6657, max_abs=12.8884, pct<= 0.1=0.368, pct<= 0.5=0.970
maxabs2_target_1_2 ~ 1.0 * maxabs2_input_3_6: mean_abs=2.6391, median_abs=2.3311, max_abs=9.4939, pct<= 0.1=0.346, pct<= 0.5=0.976
radius_target_3_4 ~ 1.5004 * absdiff_input_4_10: mean_abs=4.1073, median_abs=3.4997, max_abs=15.3857, pct<= 0.1=0.400, pct<= 0.5=0.956
maxabs2_target_1_2 ~ 1.7986 * maxabs2_input_2_5: mean_abs=2.1487, median_abs=1.7999, max_abs=8.1282, pct<= 0.1=0.442, pct<= 0.5=0.958
maxabs2_target_1_2 ~ 1.4250 * maxabs2_input_1_10: mean_abs=2.2937, median_abs=2.0080, max_abs=7.7891, pct<= 0.1=0.402, pct<= 0.5=0.954
maxabs2_target_1_2 ~ 1.7979 * maxabs2_input_2_6: mean_abs=2.1717, median_abs=1.8048, max_abs=8.1155, pct<= 0.1=0.432, pct<= 0.5=0.962
radius_target_3_4 ~ 2.6422 * radius_input_2_11: mean_abs=3.7378, median_abs=3.1881, max_abs=12.4111, pct<= 0.1=0.434, pct<= 0.5=0.974
radius_target_3_4 ~ 1.8756 * absdiff_input_9_11: mean_abs=3.8750, median_abs=3.2406, max_abs=12.9540, pct<= 0.1=0.430, pct<= 0.5=0.954
maxabs2_target_1_2 ~ 1.0 * maxabs2_input_3_4: mean_abs=2.6333, median_abs=2.3306, max_abs=9.4939, pct<= 0.1=0.348, pct<= 0.5=0.972
radius_target_3_4 ~ 1.7870 * radius_input_3_11: mean_abs=3.9821, median_abs=3.2589, max_abs=14.8590, pct<= 0.1=0.412, pct<= 0.5=0.966
maxabs2_target_1_2 ~ 1.7978 * maxabs2_input_2_11: mean_abs=2.1397, median_abs=1.8031, max_abs=8.1127, pct<= 0.1=0.434, pct<= 0.5=0.962
radius_target_3_4 ~ 1.8622 * radius_input_2_7: mean_abs=4.0167, median_abs=3.5877, max_abs=12.6035, pct<= 0.1=0.382, pct<= 0.5=0.966
maxabs2_target_1_2 ~ 1.6429 * maxabs2_input_1_9: mean_abs=2.1340, median_abs=1.8489, max_abs=7.9525, pct<= 0.1=0.428, pct<= 0.5=0.944
maxabs2_target_1_2 ~ 1.0 * maxabs2_input_3_5: mean_abs=2.6355, median_abs=2.3306, max_abs=9.4939, pct<= 0.1=0.346, pct<= 0.5=0.968
absdiff_target_3_4 ~ 2.7612 * radius_input_5_8: mean_abs=3.9796, median_abs=3.4852, max_abs=14.3687, pct<= 0.1=0.480, pct<= 0.5=0.950
radius_target_3_4 ~ 1.9604 * radius_input_1_10: mean_abs=3.9221, median_abs=3.6443, max_abs=12.6660, pct<= 0.1=0.370, pct<= 0.5=0.970
radius_target_3_4 ~ 2.0209 * absdiff_input_2_5: mean_abs=3.9297, median_abs=3.2926, max_abs=15.1490, pct<= 0.1=0.412, pct<= 0.5=0.958
